game_id,white_id,white_elo,black_id,black_elo,opening,moves,winner 
ijTh10NY,matei_popescu1510,1770,alphafish_master8000,1767,A40,d4 e6 e3 d5 Bd3 Ne7 Nd2 Ng6 f4 Be7 Ngf3 Nh4 O-O Nxf3+ Nxf3 c5 c3 c4 Bc2 b5 e4 Bd7 e5 Nc6 Ng5 Bxg5 fxg5 g6 Qf3 O-O g4 a5 h4 b4 h5 Qe7 hxg6 fxg6 Qh3 Rxf1+ Qxf1 Rf8 Qh3 Nd8 Bd2 a4 a3 b3 Bd1 Qg7 Be2 Rf7 Rf1 Rxf1+ Qxf1 Qf7 Qf6 Nc6 Kg2 Bc8 Be1 Bb7 Kh2 Qd7 Bf3 Qe8 Kg3 Nb8 Bd2 Nd7 Qf4 Qf7 Qxf7+ Kxf7 Be3 Nb8 Bd2 Nc6 Be3 Ne7 Bd2 Ng8 Be3 Bc8 Bd1 Bd7 Bf4 Be8 Bd2 Kg7 Kh4 h6 gxh6+ Nxh6 Bxh6+ Kxh6 g5+ Kg7 Bg4 Bf7 Bh3 Kf8 Kg4 Kg7 Kf4 Kf8 Kf3 Kg7 Kf4 Kf8 Kf3 Kg7 Kf4,draw
IJWirylk,matei_popescu1510,1885,naviyar,1825,D00,d4 d5 e3 e6 Bd3 Nf6 Nd2 Bd6 f4 c5 c3 cxd4 cxd4 Nc6 Ngf3 b6 O-O Bb7 Ne5 O-O Rf3 Ne7 Rh3 h6 Qf3 Bxe5 fxe5 Ne4 Nxe4 dxe4 Bxe4 Bxe4 Qxe4 Ng6 Bd2 Rc8 Bc3 b5 a3 a5 Qd3 Qb6 Qd2 Rc4 Bxa5 Qc6 Bc3 Qe4 Rd1 Nh4 Qf2 Nf5 Qf3 Qc2 e4 Ne7 Qd3 Qxd3 Rhxd3 Rd8 Kf2 Nc6 Ke3 b4 axb4 Nxb4 Bxb4 Rxb4 R1d2 Rdb8 d5 exd5 exd5 Rxb2 d6 Rxd2 Rxd2 Kf8 g4 Ke8 h4 Kd7 Rd4 g6 h5 g5 Ke4 Ke6 d7 Rd8 Rd6+ Ke7 Kf5 Rxd7 Rxd7+ Kxd7 Kf6 Ke8 Kg7 Ke7 Kxh6 Ke6 Kxg5 Kxe5 h6 f6+ Kg6,white
IKBHgK3E,matei_popescu1510,1820,skype2018,1869,D00,d4 d5 e3 e6 Bd3 Nf6 Nd2 c5 c3 c4 Bc2 b5 f4 b4 Ngf3 Nc6 O-O a5 Ne5 Bb7 Ba4 Qc7 Qf3 Bd6 e4 O-O exd5 exd5 Ndxc4 dxc4 Bxc6 Bxc6 Qxc6 Bxe5,black
iKCTcvgC,alephnull_1729,1650,matei_popescu1510,1622,B27,e4 c5 Nf3 g6 d4 cxd4 Nxd4 Bg7 Nc3 Nc6 Nxc6 bxc6 Bc4 d6 Bd3 Nf6 f4 O-O O-O Qc7 Kh1 a5 Qf3 Bb7 Qg3 Rfe8 f5 e6 fxg6 fxg6 Bh6 Bxh6 Rxf6 Bg7 Rff1 Rf8 h3 Qe7 Ne2 Bxb2 Rab1 Bg7 Nf4 e5 Nxg6 Rxf1+ Rxf1 hxg6 Qxg6 Rf8 Rb1 Qf7 Qg4 Bc8 Qe2 Be6 Ba6 Qf2 Qh5 Qg3 Rb7 Rf1+ Bxf1,white
ikfIVeJz,anisgirimukh,1895,matei_popescu1510,1902,B13,e4 c6 d4 d5 exd5 cxd5 c4 Nf6 Nc3 Nc6 Bd3 Be6 cxd5 Nxd5 Nf3 Qa5 Bd2 Qb6 O-O Nxd4 Nxd5 Bxd5 Qa4+ Nc6 Ne5 e6 Rac1 Rc8 Be3 Qxb2 Bd4 Qxd4 Qxd4 Nxd4 Rxc8+ Ke7 Ra8 a6 f4 Nc6 Nxc6+ Bxc6 Re1 Kf6 Be4 Bc5+,black
ikO30HnC,matei_popescu1510,1745,de_paix,1753,C02,d4 e6 e4 d5 e5 c5 c3 cxd4 cxd4 Bb4+ Bd2 Bxd2+ Qxd2 Nc6 Nf3 Nge7 Nc3 Nf5 Bb5 O-O O-O a6 Bxc6 bxc6 Na4 Bd7 Nc5 Qc8 b4 a5 bxa5 Qc7 a4 Rxa5 Rfb1 Ra7 a5 Bc8 a6 f6 Qb4 fxe5 Nxe5 Nd6 Qa5 Nb5 Qxc7 Nxc7 Nxc6 Rxa6 Nxa6 Bxa6 Ne5 Bc4 Nxc4 dxc4 Rc1 Nd5 Rxc4 Re8 Rca4 Kf7 Ra7+ Kf6 Ra8 Re7 R1a7 h6 Rxe7 Nxe7 Ra5 Nd5 Kf1 g5 Ke2 Nc3+ Kd3 Nd5 g3 h5 Ke4 Nc3+ Ke3 Nd5+ Kd3 Nb4+ Kc4 Nc6 Ra6 Ne7 Kc5 Nd5 Rd6 Nc3 Kc4 Ne4 Ra6 Nxf2,black
iKXuAsfg,matei_popescu1510,1841,apostle-of-attack,1842,A40,d4 c6 e3 d5 Bd3 Nf6 f3 e6 Nd2 Bd6 f4 O-O Ngf3 b6 Qe2 Bb7 O-O c5 c3 Nbd7 Ne5 Rc8 Rf3 Ne4 Rh3 f5 Qh5 Ndf6 Qh4 cxd4 exd4 Qe8 Ndf3 h6 Qe1 a6 a4 Ng4 Qe2 Rc7 Bd2 Ngf2 Be1 Nxh3+ gxh3 Qh5 Kh1 Bc8 h4 Be7 Bg3 Kh8 Rg1 Rg8 Rf1 Bb7 Bxa6 Bxa6 Qxa6 Nxg3+ hxg3 Rcc8 Qb5 g5 fxg5 hxg5 Kg2 gxh4 Nxh4 Qxh4 Kf3 Qxg3+,black
IL01d4XK,clebersonmt,1934,matei_popescu1510,1928,B12,e4 c6 d4 d5 e5 c5 c3 Nc6 Nf3 Bg4 Be3 cxd4 cxd4 e6 a3 Nge7 h3 Bxf3 Qxf3 Nf5 Bb5 Qa5+ Nc3 Bb4 Bxc6+ bxc6 O-O Bxc3 bxc3 O-O Bd2 Qc7 g4 Ne7 Kh1 c5 Rac1 c4 Qg3 a5 f4 Rfb8 Rc2 Rb3 f5 Nc6 h4 Nxd4 Bc1 Nxc2,black
il7rpT57,jonnel_07,1598,matei_popescu1510,1580,B20,e4 c5 Bc4 e6 d4 d5 exd5 exd5 Bb5+ Bd7 Bxd7+ Qxd7 Nf3 Nf6 O-O Be7 dxc5 Bxc5 b3 O-O c4 dxc4 Qxd7 Nbxd7 bxc4 Nb6 Nbd2 Rad8 Rb1 Rd7 Bb2 Rfd8 Bxf6 gxf6 Ne4 Be7 c5 Nc4 Rfc1 Ne5 Nfd2 Rxd2 Nxd2 Rxd2 f4 Nd3 Rd1 Bxc5+ Kh1 Nf2+ Kg1,black
ILMfOcgB,artzay,1958,matei_popescu1510,1930,B13,e4 c6 d4 d5 exd5 cxd5 c4 Nc6 Nc3 Nf6 Be3 Bg4 f3 Bf5 Nge2 e6 Nf4 Bb4 a3 Bxc3+ bxc3 O-O Bd3 Bxd3 Qxd3 Ne7 O-O dxc4 Qxc4 Rc8 Qd3 Ned5 Nxd5 Nxd5 Rfc1 Qc7 Bd2 Qc4 Qxc4 Rxc4 Rab1 b6 Kf2 Rfc8 Rb3 a5 Ke1 a4 Rb2 h6 Rbc2 g5 Kf2 Kg7 Kg3 Kg6 h4 f5 hxg5 hxg5 Rh1 Nxc3 Bxc3 Rxc3 Rxc3 Rxc3 Rb1 Rxa3 Rxb6 Rd3 Rxe6+ Kf7 Rd6 a3 Ra6 g4 Kf4 gxf3 gxf3 Rxd4+ Kxf5 Rd3 f4 Rf3 Ra7+ Ke8 Ke5 Kd8 f5 Kc8 Ke6 Kb8 Ra4 Kb7 f6 Re3+ Kd7 Rf3 Ke7 Re3+ Kf8 Rf3 f7 Kb6 Ke8 Re3+ Kd8 Rf3 Rxa3 Rxa3 f8=Q Ra8+ Ke7 Ra7+ Kd6 Rb7 Qf2+ Ka6 Qa2+ Kb6 Qb3+ Ka6 Qa4+ Kb6 Kd5 Kc7 Qc6+ Kb8 Kd6 Ka7 Qc5+ Kb8 Qa5 Ra7 Qd8+ Kb7 Kc5 Ra6 Kb5 Rh6 Qe7+ Ka8 Qf8+,white
iLrngIBT,matei_popescu1510,1666,poussebois56,1691,A45,d4 Nf6 Bg5 g6 Nc3 Bg7 e4 d6 Qd2 O-O O-O-O Nbd7 Bh6 c5 d5 Ne5 Bxg7 Kxg7 f4 Ned7 h3 a6 g4 b5 g5 Nh5 Be2 Nb6 Bxh5 gxh5 Qe2 Nc4 Qxh5 Qa5 f5 Qb4 b3 Qa3+ Kb1 Qb2#,black
Imc7VI5f,yeshe,1964,matei_popescu1510,1927,C11,e4 e6 d4 d5 Nc3 Nf6 e5 Nfd7 f4 c5 Nf3 Nc6 dxc5 Bxc5 Bd3 Nb4 Be2 a6 a3 Nc6 Bd3 h6 Ne2 b5 c3 Qb6 Bc2 Bb7 Qd3 O-O-O b4 Be7 a4 Na7 Be3 Qc7 Bxa7,white
IMHrcRBe,matei_popescu1510,1867,barmat2,1796,A45,d4 Nf6 Bg5 Ne4 Bf4 c5 f3 Nf6 c3 cxd4 cxd4 Nc6 Nc3 d5 Nb5 Qa5+ Nc3 e6 e3 Bb4 Qb3 O-O a3 Bxc3+ Qxc3 Qxc3+ bxc3 b6 Bd3 Na5 Bd6 Re8 e4 Nc4 e5 Nd7 Bb4 a5 Bxc4 axb4 Bb5 Rxa3 Rxa3 bxa3 Ne2 Rd8 O-O Nb8 Ra1 Ba6 Bxa6 Nxa6 Rxa3 Nc7 Rb3 Rb8 Kf2 Kf8 Nc1 Ke7 Nd3 f6 f4 Na6 Ke3 Rb7 g4 Nb8 Nb4,white
InOFvWrr,laikers,1761,matei_popescu1510,1731,D31,d4 d5 c4 c6 Nc3 e6 Nf3 dxc4 Bg5 Qc7 e4 b5 Be2 Bb4 O-O Ne7 a3 Bxc3 bxc3 O-O e5 Nd5 Qc2 Nd7 Nd2 Re8 Ne4 f6 Bh4 Nf8 f3 g5 Bxg5 fxg5 Nf6+ Kf7,white
Io00mifc,chickenpoy,1509,matei_popescu1510,1531,B27,e4 c5 Nf3 g6 c3 d5 e5 c4 Be2 Bg7 d4 cxd3 Qxd3 Nc6 Bf4 Bf5 Qd2 Qc7 Bg3 e6 Nh4 Bxb1 Rxb1 Bxe5 f4 Bd6 O-O Nge7 Nf3 Nf5 Bb5 Nxg3 hxg3 O-O c4 dxc4 Bxc6 Qxc6 Rbd1 Rfd8 Qc3 Rd7 Qf6 Rad8 Ng5 Bc5+,black
iO08bCd1,gvegeta2,1681,matei_popescu1510,1674,B10,e4 c6 Nf3 d5 e5 c5 d4 Nc6 Bb5 Bg4 O-O e6 h3 Bxf3 Qxf3 cxd4 c3 dxc3 Nxc3 Ne7 Bg5 h6 Bxe7 Bxe7 Rad1 O-O Rfe1 a6 Bd3 Qc7 Qh5 b5 f4 Na5 f5 Nc4 f6 gxf6 exf6 Bxf6 Qxh6 Bd4+ Kh1 Rfd8 Bh7+ Kh8 Rxd4,white
Ip1H7mhw,matei_popescu1510,1735,serhatbeydiyeceksin,1612,C25,e4 e5 Nc3 f5 exf5 Nf6 Be2 d5 Bh5+ g6 fxg6 hxg6 Bxg6+ Ke7 d4 e4 Bg5 Bg7 Qe2 Nc6 Nf3 Bg4 O-O-O Qg8 h3 Bh5 Bxh5 Rxh5 Bxf6+ Bxf6 g4 Rh7 Nd2 Bxd4 Ndxe4 dxe4 Qxe4+ Qe6 Qxh7+ Kd6 Rhe1 Qf6 Qe4 Rd8 Nb5+ Kc5 Nxd4 Nxd4 Qe3 Kc6 Rxd4 Rxd4 Qc3+ Kd7 Re4 Rd6 Qxf6 Rxf6 Rd4+ Kc8 f4 c5 Re4 b6 Kd2 Kb7 Ke3 Kc6 f5 Kd5 Re6 Rf7 Kd3 Rh7 c4#,white
ip9NbML3,ruadi96,1783,matei_popescu1510,1765,B27,e4 c5 Nf3 g6 d4 cxd4 Nxd4 Bg7 Be3 Nc6 f3 Nf6 h4 d5 e5 Nd7 f4 h5 Nc3 Nb6 g4 Bxg4 Be2 Bxe2 Qxe2 Nxd4 Bxd4 e6 O-O-O O-O Rdg1 Kh7 Rg5 Nd7 Kb1 a5 f5 exf5 Nxd5 Nxe5 Bxe5 Qxd5 Bxg7 Kxg7 Rhg1 Rfd8 Rxh5 Ra6 Rhg5 Rad6 b3 Qd4 h5 Qf6 hxg6 fxg6 Rxg6+ Qxg6 Rxg6+ Kxg6 Qg2+ Kf6 Qxb7 f4 Qe4 Rd4 Qc6+ R8d6 Qf3 Kg5 c4 Rd3 c5 Rxf3 cxd6 Rd3 d7 Rxd7,black
iPJcThIv,annimo_123456789,1871,matei_popescu1510,1878,B13,e4 c6 d4 d5 exd5 cxd5 Bd3 Nf6 Bf4 Bg4 Ne2 Nc6 f3 Bh5 O-O e6 c4 dxc4 Bxc4 Ne7 Nbc3 a6 b4 b5 Bd3 Bg6 Bxg6 Nxg6 Bg3 Bxb4 a3 Bd6 Bxd6 Qxd6 Ng3 Nd5 Nce4 Qb6 Nc5 Rd8 a4 b4 Nge4 Ne3 Qd3 Nxf1 Rxf1 a5 Qc4 O-O Rb1 Ne7 Nd2 Nd5 Ndb3 Rc8 Qd3 Rfd8 Nd2 Nc3 Rc1 Qxc5,black
ipMtlyRR,willy16,1851,matei_popescu1510,1844,A02,f4 Nf6 Nf3 g6 e3 Bg7 d4 O-O Bd3 d6 O-O Nc6 c3 Re8 e4 e5 d5 Nb8 fxe5 dxe5 Bg5 Nbd7 Nbd2 h6 Bh4 c6 c4 a5 b3 g5 Bf2 Ng4 Qe2 Nf8 h3 Nxf2 Qxf2 Ng6 Bc2 Nf4 Kh2 Rf8 Ng1 Qd7 Qg3 Qe7 Rf2 f5 exf5 Bxf5 Bxf5 Rxf5 Raf1 e4 Re1 Re5 Re3 Re8 Qg4 Qc5 Ree2 Nxe2 Rxe2 Qd6 g3 Kh8 Re3 R5e7 h4 Qd7 Qe2 cxd5 cxd5 Qxd5 Nc4 Bd4 hxg5 Bxe3 Qxe3 Qxg5 Ne2 Qxe3 Nxe3 Kh7 Nf4 Rd7 Kh3 Rd2 Nf5 Rc8 Kg4 Rxa2 Nd5 Rd8 Nfe3 Rd2 Kf4 R2xd5 Kxe4 R5d7 Nf5 Re8+ Kf4 Rf7 g4 Rxf5+ Kxf5 Kg7 g5 hxg5 Kxg5 b5 Kf5 a4 bxa4 bxa4,black
IpoWIxz3,rolic,1860,matei_popescu1510,1907,E43,d4 Nf6 c4 e6 Nc3 Bb4 e3 b6 Nf3 Bb7 Be2 O-O O-O Bxc3 bxc3 Ne4 Qc2 f5 Bd3 d6 Nd2 Nxd2 Bxd2 Qg5 e4 Qg6 d5 fxe4 Bxe4 Qf6 Bxh7+ Kh8 Be4 e5 f4 Nd7 fxe5 Qxe5 Rxf8+ Rxf8 Be3 Ba6 Qd3 Nc5 Bxc5 dxc5 Qh3+ Kg8 Bh7+ Kf7 Qd7+ Kf6 Rf1+ Kg5 Rxf8 Qe1+ Rf1 Qe3+ Kh1,white
iQ4g9Vtb,matei_popescu1510,1633,alainp,1623,A40,d4 e5 dxe5 Nc6 f4 Qe7 Nf3 Qb4+ Nc3 d6 exd6 Bxd6 e4 Bg4 a3 Bxf3 Qxf3 Qd4 Be3 Qf6 e5 Nxe5 fxe5 Qxf3 gxf3 Bxe5 O-O-O Bxc3 bxc3 c6 h4 Ne7 h5 Nd5 Bd4 f6 Bc4 Nb6 Bxb6 axb6 Kb2 b5 Be6 Rd8 Rxd8+ Kxd8 Rd1+ Ke7 Bf5 Rd8 Rxd8 Kxd8 Bxh7 Ke7 Bg6 Ke6 f4 Kd5 f5 Kc4 Bf7+ Kc5 Kb3 b6 a4 bxa4+ Kxa4 b5+ Kb3 Kb6 c4 Kc5 cxb5 cxb5 c4 bxc4+ Bxc4 Kd4 Bf7 Ke5 Bg6 Kd4 Kb4 Kd5 Kc3 Ke4 Kc4 Ke5 Kd3 Kf4 Kd4 Kf3 Kd5 Kf4 Ke6 Kg5 Kf7 Kh6 Kg8 Kg5 Kxg7 Kf4 Kxf6 Kg4 h6 Kf4 h7 Kg4 h8=Q Kg3 Qh5,white
iqFsO4ov,shuvalovkm,1664,matei_popescu1510,1664,D31,d4 d5 c4 e6 Nc3 c6 Nf3 dxc4 a4 Bb4 e3 b5 axb5 Bxc3+ bxc3 cxb5 Ba3 Bb7 Be2 a6 O-O Ne7 Ne5 Nd7 Nxd7 Qxd7 Bh5 O-O Qc2 Nd5 Bxf8 Rxf8 Bf3 Nf6 Bxb7 Qxb7 Ra5 Qc7 Rfa1 Ng4 g3 Qe7 Rxa6 Qf6 R6a5 Qh6 h4 g5 Rxb5 gxh4 Qe4 f5 Qh1 h3 Rb4 e5 Rxc4 f4 dxe5 fxg3 Rxg4+ Kh8 Rxg3 Qb6 Qxh3 Qb2 Rf1 Qe2 Qg2,white
iqhKQbg8,matei_popescu1510,1577,diegortuso,1562,D00,d4 d5 e3 Nf6 Bd3 b6 Nd2 c5 c3 Bb7 f4 e6 Ngf3 Bd6 O-O O-O Ne5 Nbd7 Rf3 cxd4 exd4 Rc8 Rh3 g6 Qe1 Nh5 Ndf3 Qf6 Nxd7 Qe7 Nxf8 Rxf8 Ne5 f6 Nxg6 hxg6 Bxg6 Ng7 Qh4,white
IQLaD0Dg,matei_popescu1510,1938,vvvad116,1935,A43,d4 c5 e3 cxd4 exd4 d5 f4 Nc6 Nf3 f6 Bd3 Be6 Qe2 Bf7 O-O Qd6 c3 e6 Na3 a6 Nc2 Nge7 Bd2 g6 Rae1 Bg7 Kh1 O-O Rg1 Rae8 g4 Nc8 Qg2 e5 fxe5 fxe5 dxe5 Nxe5 Nxe5 Bxe5 Nd4 Qc7 h4 Nb6 Bh6 Bg7 Bxg7 Kxg7 g5 Rxe1 Rxe1 Re8 Rxe8 Qf4 Ne6+ Bxe6 Rxe6 Qxh4+ Kg1 Nc4 Bxc4 dxc4 Re7+ Kf8 Re2,white
IqMBb9gv,matei_popescu1510,1862,josh1808,1915,D00,d4 d5 e3 e6 Bd3 Nf6 Nd2 c5 c3 Nc6 f4 Bd6 Ngf3 O-O Ne5 Bxe5 fxe5 Nd7 O-O c4 Bc2 b5 e4 b4 Rf3 a5 Rh3 h6 Qg4 Qg5 Qxg5 hxg5 Rg3 f6 exf6 gxf6 e5 Ncxe5 dxe5 Nxe5 Nf3 Nxf3+ gxf3 Kg7 h4 Kh6 hxg5+ fxg5 Bxg5+ Kh5 Kg2 e5 Rh1+ Bh3+ Rhxh3#,white
iqv1EweX,matei_popescu1510,1956,educao,1926,A45,d4 Nf6 Bg5 g6 Nc3 Bg7 e4 d6 f3 Nc6 Qd2 O-O O-O-O a5 Bh6 e5 d5 Nd4 Bxg7 Kxg7 Nge2 Nxe2+ Bxe2 a4 a3 b6 g4 Ba6 Bxa6 Rxa6 Na2 Nd7 h4 Nc5 h5 h6 hxg6 Qg5 gxf7 Qxd2+ Kxd2 Rxf7 Ke3 Ra8 Nb4 Raf8 Rdf1 Nd7 Nc6 Nf6 Rh4 Kg6 Rfh1 Ng8 R1h3 Kg5 Rh5+ Kg6 Rf5 Ne7 Nxe7+ Rxe7 Rxf8,white
IRdmh0K3,hoed,1552,matei_popescu1510,1622,B10,e4 c6 Nf3 d5 e5 c5 d4 Nc6 c3 Bg4 Be3 cxd4 cxd4 e6 Be2 Bb4+ Nc3 Qa5 O-O Bxc3 bxc3 Qxc3 h3 Bxf3 Bxf3 Nge7 Qa4 Qa5 Qb3 Qb4 Qc2 O-O Rab1 Qc4 Qxc4 dxc4 Rxb7 Nd5 Rc1 Nxe3 fxe3,white
IRRHvbx2,matei_popescu1510,1841,billyzee,1810,A81,d4 f5 g3 Nf6 Bg2 d5 c4 e6 Nc3 c6 Qc2 Bd6 Nh3 O-O Bf4 Ne4 Bxd6 Qxd6 Nf4 Nd7 O-O Ndf6 c5 Qe7 f3 Nxc3 Qxc3 Bd7 Rae1 Rae8 e4 fxe4 fxe4 dxe4 Bxe4 Nxe4 Rxe4 Rf6 Rfe1 Ref8 R4e2 Qf7 Qc1 h6 Nd3 Rf3 Ne5 Rf1+ Rxf1 Qxf1+ Qxf1 Rxf1+ Kxf1,white
iRUpXoFn,f1177256,1951,matei_popescu1510,1951,A10,c4 g6 g3 Bg7 Bg2 c5 e4 Nc6 Ne2 e5 O-O Nge7 Nbc3 O-O d3 d6 Be3 f5 exf5 Nxf5 Qd2 Nfd4 Bxd4 Nxd4 Nxd4 exd4 Nd5 Rb8 b4 b6 bxc5 dxc5 a4 Bb7 Rae1 Rf5 Re6 Bc8 Re2 Re5 Rfe1 Rxe2 Qxe2 Bf5 Ne7+ Kh8 Nxf5 gxf5 Qe6 Qf6 Bd5 Qxe6 Rxe6 h6 Re7 a5 Rf7 Rf8 Rb7 Rf6 Kg2 Kh7 Kf3 Kg6 Kf4 h5 f3 Bh6+ Ke5 Bg7 h3 Rf7+ Kd6 Rf6+ Kc7 Rf7+ Kxb6,white
isde6WRc,matei_popescu1510,1680,bigcactus007,1707,D00,d4 d5 e3 Nf6 Bd3 Bd7 Nd2 Nc6 f4 e6 c3 Be7 Ngf3 h6 O-O a6 Ne5 Bd6 Rf3 Qe7 b4 g5 fxg5 hxg5 Qf1 Rh6 Nxc6 bxc6 e4 dxe4 Nxe4 Nxe4 Bxe4 f5 Bd3 Bxh2+ Kf2 Rh8 Qe2 g4 Re3 g3+ Kf3 Rf8 Bxf5 Rxf5+ Ke4 Qh4+ Kd3 c5 Rxe6+ Kd8 Re3 cxb4 cxb4 Bb5+,black
ISmgptS7,matei_popescu1510,1900,tabostor,1957,A45,d4 Nf6 g3 d5 Bg2 e6 Nf3 Be7 O-O Bd7 c4 dxc4 Ne5 Bc6 Nxc6 Nxc6 Bxc6+ bxc6 e3 O-O Qc2 Qd5 Nc3 Qh5 Kg2 c5 dxc5 Bxc5 Na4 Qd5+ f3 Bb4 Rd1 Qb5 a3 Ba5 e4 Rad8 Bg5 Rd3 Bxf6 gxf6 Rdc1 Rd2+,black
IsMvfXl7,matei_popescu1510,1757,elatisador,1728,C29,e4 e5 Nc3 Nf6 f4 Bb4 d3 Bxc3+ bxc3 d6 Nf3 Bg4 Be2 Nc6 O-O O-O h3 Bh5 g4 Nxg4 hxg4 Bxg4 Rf2 exf4 Bxf4 f5 exf5 Rxf5 Nd4 Nxd4 Bxg4 Rxf4 Rxf4 Nc6 Qf3 Qg5 Kf1 Ne5 Be6+ Kh8 Rf8+,white
iTA8jXY8,valeriehaida,1616,matei_popescu1510,1613,B15,e4 c6 d4 d5 Nc3 dxe4 Nxe4 Nf6 Nxf6+ exf6 Nf3 Bd6 Bc4 Bg4 h3 Bh5 Be3 O-O g4 Bg6 Qd2 a5 O-O-O b5 Bd3 Bxd3 Qxd3 Re8 Nh4 Bf8 Nf5 g6 Rdg1 gxf5 gxf5+ Kh8 Bf4 Bd6 Qg3 Bxf4+ Qxf4 Rg8 Rg4 Nd7 Rhg1 Qe7 Qh6 Rxg4 hxg4 Rg8 Kd2 Nf8 c3 Qd6 f3 Rg5 Re1 Rg8 Re4 c5 Kc2 cxd4 Rxd4 Qc7 b3 b4 c4 Qe5,black
itHA7MQt,matei_popescu1510,1985,ayman-alking1,2059,A40,d4 e6 e3 b6 f4 Bb7 Nf3 Nc6 Bd3 Qe7 O-O O-O-O c4 g5 Nxg5 Nf6 Nf3 Rg8 Be2 Ng4 h3 Nh6 Rf2 Nf5 Ne5 Qh4 e4 Nfxd4 Bf3 Qxh3,black
Iti6AyEa,alkanscacchi,1699,matei_popescu1510,1796,A13,c4 e6 g3 d5 Bg2 c6 Qc2 Nf6 b3 Be7 e3 O-O Ne2 b6 Bb2 Bb7 O-O c5 d4 Qc7 Rc1 dxc4 bxc4 Bxg2 Kxg2 Nbd7 dxc5 Nxc5 Ba3 Rfd8 Nbc3 a6 Rab1 Rd7 Nd4 Rad8 Bxc5 Bxc5 Nb3 Qc6+ Kg1 h6 Nxc5 Qxc5 Qb3 Rd6 Na4 Qc6 Nxb6 Rb8 c5 Rd5 Qc4 Rxb6 cxb6 Rd1+ Rxd1 Qxc4 b7,white
iTKMRRxq,knightbishop1,1705,matei_popescu1510,1726,D31,c4 e6 Nc3 d5 d4 c6 Nf3 dxc4 e4 b5 a4 Bb4 axb5 Bxc3+ bxc3 cxb5 Ne5 Bb7 Be2 a6 Bf3 Nf6 Qe2 O-O Bg5 Nbd7 Ng4 h6 Bh4 g5 Nxh6+,white
iTtVKZxg,king_blunder,1953,matei_popescu1510,1927,D30,d4 d5 c4 e6 cxd5 exd5 Nc3 c6 Bf4 Nf6 e3 Bg4 Nf3 Nbd7 Qb3 Qb6 Nd2 Nh5 Bg3 Nxg3 hxg3 Bd6 Bd3 h6 Qc2 Nf6 Nf3 a5 a3 Nd7 Bf5 Bxf5 Qxf5 Qxb2 O-O Qxc3 Rfc1 Qb3 Nd2 Qb6 Rab1 Qc7 Rc3 O-O e4 dxe4 Nxe4 Rfe8 g4 Bf8 g5 h5 g6 f6 Qxh5,white
iTZD60P3,matei_popescu1510,1782,ice-15,1850,D00,d4 d5 e3 Nf6 Bd3 Bg4 f3 Bh5 Ne2 e6 O-O c5 c3 Nc6 Nd2 Be7 Nf4 Bg6 Nxg6 hxg6 e4 e5 dxe5 Nxe5 Bb5+ Nc6 Qa4 Qb6 exd5 Nxd5 Nc4 Qc7 Na5 Rc8 Nxc6 bxc6 Bd3 Qxh2+ Kf2 Bh4+,black
iUGFNkXD,yog772004,1509,matei_popescu1510,1487,B27,e4 c5 Nf3 g6 d4 cxd4 Qxd4 Nf6 e5 Nc6 Qd1 Ne4 Bd3 Nc5 O-O Nxd3 Qxd3 Bg7 Nc3 O-O Bg5 Nxe5 Nxe5 Bxe5 Rfe1 Bf6 Bxf6 exf6 Nd5 Kg7 Qf3 d6 h4 Be6 Nc3 d5 h5 d4 Ne4 f5 Nc5 Bd5 Qg3 b6 Nd3 Re8 hxg6 fxg6 Rxe8 Qxe8 Qc7+ Qf7 Qxf7+ Bxf7 Re1 Re8 Rxe8 Bxe8 a3 Kf6 Nf4 Bf7 g3 g5 Nd3 Ke6 Kf1 Kd5 Ke2 a5 f4 g4 Nf2 Kc4 Nd1 Bd5 Kd2 Bf3 b3+ Kd5 Nf2 h5 Kd3 Be4+ Nxe4 fxe4+ Ke2 e3 Kd3 b5 b4 a4 f5 Ke5 f6 Kxf6 Kxd4 e2,black
iuPW6X6c,evarmas,1760,matei_popescu1510,1766,B27,e4 c5 Nf3 g6 c3 d5 Bb5+ Nc6 exd5 Qxd5 d4 cxd4 Bxc6+ Qxc6 Nxd4 Qxg2 Kd2 Bg7 Kc2 Qxf2+ Bd2 Bf5+ Kb3 Bxd4 cxd4 Nf6 Bc3 O-O Rf1 Qe3 Na3 a5 Nc4 Qe6 Re1 a4+,black
IV8CxlXX,matei_popescu1510,1946,ploe,1803,B06,d4 g6 Nc3 Bg7 e4 d6 Be3 Nf6 Qd2 O-O f3 Nbd7 O-O-O e5 g4 a6 Nge2 b5 h4 Bb7 h5 exd4 Nxd4 Ne5 hxg6 fxg6 Bh6 Nxf3 Nxf3 Nxg4 Bxg7 Rxf3 Be2 Kxg7 Bxf3 Nf6 Qh6+ Kg8 Rdg1 Qf8 Rxg6+ Kf7 Rxf6+ Ke7,white
IvaCl5Fg,matei_popescu1510,1879,threkmate,1861,A45,d4 Nf6 Bg5 c5 e3 b6 Bxf6 exf6 d5 d6 Bb5+ Nd7 c4 a6 Bc6 Rb8 a4 g6 Nc3 Bg7 e4 O-O Bxd7 Bxd7 Nge2 b5 axb5 axb5 b3 bxc4 bxc4 Rb2 Qc1 Qb8 O-O f5 Rb1 Rb3 Rxb3 Qxb3 Qb1 Qxc4,black
